species,k,sim,smoother,log_likelihood,num_train_states,num_test_states
bird1,2,26,0.1,-0.695855049078215,56,37
bird1,3,26,0.001,-0.6867164942587608,392,78
bird1,3,26,0.01,-0.684864138601882,392,78
bird1,3,26,0.1,-0.6840419687015589,392,78
bird1,4,26,0.001,-0.6908830237566713,2744,134
bird1,4,26,0.01,-0.6879400481548765,2744,134
bird1,4,26,0.1,-0.6866621897828679,2744,134
bird1,5,26,0.001,-0.7066295016833752,19208,203
bird1,5,26,0.01,-0.6993631515415364,19208,203
bird1,5,26,0.1,-0.6953551403800723,19208,203
bird1,0,27,0.001,-1.7255917641726228,1,1
bird1,0,27,0.01,-1.7255917967959655,1,1
bird1,0,27,0.1,-1.725592123242305,1,1
bird1,1,27,0.001,-0.7442917322664666,8,8
bird1,1,27,0.01,-0.7442942368522911,8,8
bird1,1,27,0.1,-0.7443198149283607,8,8
bird1,2,27,0.001,-0.6999790743423823,56,33
bird1,2,27,0.01,-0.6994304920994345,56,33
bird1,2,27,0.1,-0.6991139455460224,56,33
bird1,3,27,0.001,-0.6883496353853762,392,67
bird1,3,27,0.01,-0.685673720886383,392,67
bird1,3,27,0.1,-0.6838576774237187,392,67
bird1,4,27,0.001,-0.6915819285267164,2744,120
bird1,4,27,0.01,-0.6871261347143045,2744,120
bird1,4,27,0.1,-0.6845974423233436,2744,120
bird1,5,27,0.001,-0.6930915387138751,19208,187
bird1,5,27,0.01,-0.6875015875947567,19208,187
bird1,5,27,0.1,-0.684813430358494,19208,187
bird1,0,28,0.001,-1.7207352065903039,1,1
bird1,0,28,0.01,-1.7207352127209874,1,1
bird1,0,28,0.1,-1.7207352743291808,1,1
bird1,1,28,0.001,-0.7443744534180989,8,8
bird1,1,28,0.01,-0.7443771040400903,8,8
bird1,1,28,0.1,-0.7444041317280738,8,8
bird1,2,28,0.001,-0.7022269724233418,56,33
bird1,2,28,0.01,-0.7015407033194938,56,33
bird1,2,28,0.1,-0.7011514729758095,56,33
bird1,3,28,0.001,-0.6922370173468433,392,77
bird1,3,28,0.01,-0.6902871727771508,392,77
bird1,3,28,0.1,-0.6891878671622119,392,77
bird1,4,28,0.001,-0.7014023060676339,2744,133
bird1,4,28,0.01,-0.6960521578326867,2744,133
bird1,4,28,0.1,-0.6925750142675623,2744,133
bird1,5,28,0.001,-0.7107388263773194,19208,206
bird1,5,28,0.01,-0.7042838424120956,19208,206
bird1,5,28,0.1,-0.7006515748853618,19208,206
bird1,0,29,0.001,-1.71101469810505,1,1
bird1,0,29,0.01,-1.7110147710328731,1,1
bird1,0,29,0.1,-1.7110155005202587,1,1
bird1,1,29,0.001,-0.7379260998220757,8,8
bird1,1,29,0.01,-0.7379270893270286,8,8
bird1,1,29,0.1,-0.7379382979435917,8,8
bird1,2,29,0.001,-0.6954190513218688,56,36
bird1,2,29,0.01,-0.6941590197859424,56,36
bird1,2,29,0.1,-0.6932542308204607,56,36
bird1,3,29,0.001,-0.6802465885324435,392,76
bird1,3,29,0.01,-0.6787765882694865,392,76
bird1,3,29,0.1,-0.677970859366922,392,76
bird1,4,29,0.001,-0.6860119387556664,2744,124
bird1,4,29,0.01,-0.6829814564767103,2744,124
bird1,4,29,0.1,-0.6812642410609416,2744,124
bird1,5,29,0.001,-0.6907285698274067,19208,181
bird1,5,29,0.01,-0.6872448216839623,19208,181
bird1,5,29,0.1,-0.6857682915988003,19208,181
bird1,0,30,0.001,-1.740715258031239,1,1
bird1,0,30,0.01,-1.7407150454499767,1,1
bird1,0,30,0.1,-1.7407129204298053,1,1
bird1,1,30,0.001,-0.7569904040746509,8,8
bird1,1,30,0.01,-0.7556789475301803,8,8
bird1,1,30,0.1,-0.7543975695345972,8,8
